ra,dec,zc,vpar_kms,zobs,sx,sy,sz
303.99186654901735,46.43179252925444,0.420571580830845,-144.64994982422198,0.42008941433143093,2.254944273721705,-19.01317250991714,56.75971780695451
109.19258138841388,-4.2125482525759566,0.5833820394550312,244.86773111720106,0.5841982652254218,0.9373711634780477,-43.63243112005924,51.16084083144477
222.6128388031194,-44.908858554760705,0.9097462559682401,289.6712856225919,0.9107118269203154,62.04344719931791,80.43319008791653,-37.970486136133474
262.7394293736463,71.79089183423883,0.6839839319154413,-16.71437072837199,0.6839282173463467,-79.85975838632683,-13.165632909243257,22.177394688760316
328.68397916564334,83.98914619873659,0.47700977655271704,219.18595666298404,0.4777403964082603,-47.90153792160812,61.005565402604475,9.739860767117861
5.055012059046824,39.54684355271175,0.39882354222426875,194.90698628893983,0.39947323217856523,33.63064024637018,-99.77143613711435,-1.284426706935065
312.33699917740114,-46.096042160316244,0.32520436274739006,222.28273926519273,0.32594530521160736,-61.78658169952189,13.50214812413438,-52.27681427695596
348.3144901044516,54.57230447037662,0.44796957143557037,-251.73250886847876,0.44713046307267545,-35.98907906549084,1.5881285041147777,86.56676484538136
39.26082453519732,9.228104296299222,0.7065614098668896,28.464546797054254,0.7066562916895465,62.8933726582672,8.056721394064795,92.76770919476019
217.14682606609787,15.771071551578544,0.4449890262755162,57.772116949863744,0.4451815999986824,-23.019770805467914,15.130202832977702,-41.934099519448395
68.1808782795682,-56.38868491400008,0.6127731798686067,93.99563339377733,0.6130864986465859,-4.693801598123855,-82.03512776088127,51.52078439328736
315.6373334961989,76.2085828703305,0.8424602231401824,238.90387281472738,0.8432565693828982,84.61648796403537,8.119984989610884,-21.740789953075023
253.90202394758626,-40.38585816381711,0.8116287085078785,209.69157911182026,0.8123276804382512,79.00779348533504,17.960236706231967,89.95297464642411
208.69020386841814,-8.898640806392066,0.660245378622389,297.75470361214366,0.6612378943010961,83.38824358949122,58.66501682604485,-83.52540236067051
220.6019178146564,-2.440043645549977,0.6301473404114728,207.04654540290915,0.6308374955628159,-51.39287558762875,46.29784415816957,-76.5731413582964
79.36579327241827,53.024934907903656,0.33253614921965546,189.54785792019572,0.3331679754127228,-79.87849595678077,-70.72830221753924,39.53412803824776
16.284264431620446,13.295886622050048,0.9100160146990397,20.518780956434398,0.9100844106355611,36.1178265124513,-94.66064106755896,26.999981982291658
218.2818303915188,13.671530645677336,0.3912094093228269,-77.91603579888749,0.39094968920349726,96.10333012945372,-92.72159247770284,-95.67269802899519
345.97126088626004,-56.7050505484611,0.12389516442443171,-173.6540940680121,0.123316317444205,60.14931807083619,87.39383172891615,-95.44348486626832
153.22277950805417,-71.72996051264944,0.259919889792832,-167.5024372102096,0.2593615483354646,29.385143967064522,-29.94120652069354,-63.93641969406243
181.3091418755594,-82.91183272475537,0.10092124118896661,292.94108923350063,0.10189771148641162,-60.128841906587404,-28.288939737679627,46.319661245072126
301.7975634696299,75.32677115915965,0.16942460609746768,103.58433814383153,0.16976988722461378,93.30978060863663,-88.38981123470026,35.24035685987565
304.3528537325819,-28.383742605854877,0.25068733928511167,58.074836081646595,0.2508809220720505,-11.53719326018421,-65.03610310971177,-5.67491698074241
147.56594243671964,12.440293114370434,0.5086001300626332,-113.13239939987591,0.5082230220646335,-28.56966348194743,67.5322348737958,-49.813467035572586
201.81607878726862,-87.76146261072341,0.7415743774106636,-98.45006731592366,0.7412462105196105,-90.86070128631667,-43.82336715633035,-51.97391843472921
343.1265623380076,-26.59939892720866,0.2878779148564,-84.4792816477522,0.2875963172509075,89.38116713157822,26.74957044985051,24.215369123733453
257.6229661085243,-20.156897643748977,0.4144179882772473,90.49971735800699,0.41471965400177396,-99.69515562865597,-61.53809175106484,-33.11966186749969
86.18974566694509,24.731892203274043,0.37864807032309444,225.25403502781035,0.37939891710652046,13.63028418203838,-17.118720663271134,-19.546584976184093
252.65866461612316,-14.719220407356104,0.6621958889738174,-271.932188425921,0.661289448345731,-10.929562056234033,-48.15461531055545,-68.46268557553783
189.92632686034128,-2.292191807574227,0.5614049256144269,153.29086035520953,0.5619158951489442,76.77503084974018,-1.0834659249426437,-37.588350716625406
168.08120472690848,55.628254324865225,0.8750163314802711,187.4489594182554,0.8756411613449987,-62.3997411898344,99.88407189106607,26.61775198366007
30.04813806326255,40.59978398303625,0.9868214802051282,-58.90990667247388,0.9866251138495532,35.703001048393645,-36.76457255573153,-57.29506758706078
